positionID,sitesetID,positionType
74,0,1
3579,0,1
3676,0,1
3926,0,2
7401,1,4
19408,0,4
7253,0,2
5708,0,4
1097,0,1
1422,0,3
5207,0,4
4299,0,2
7154,0,3
8519,0,4
456,0,2
1816,0,2
824,0,3
6861,0,2
17115,0,4
6918,0,4
656,0,2
15829,0,2
18418,0,4
6803,0,3
2105,0,2
4751,0,2
19845,0,4
20774,0,4
3052,0,2
5535,0,1
4283,0,2
6500,0,2
17315,0,4
4614,0,2
21074,0,4
2261,0,1
14281,0,4
5372,0,1
5196,0,4
4872,0,1
1827,0,1
15661,0,4
5794,0,2
11266,0,4
9975,0,1
11338,0,4
2400,0,1
6811,0,1
2838,0,1
152,0,3
2063,0,2
637,0,2
7805,0,4
6422,0,3
5526,0,2
4169,0,1
2232,0,1
13711,0,3
6393,0,2
7174,0,2
19158,0,4
3969,0,2
41,0,1
19807,0,4
20578,0,3
6796,2,0
199,0,4
416,0,2
6449,0,2
3634,0,1
11796,0,4
5304,0,4
5122,0,2
8709,0,4
5097,0,2
11591,0,4
5807,0,3
20644,0,2
2157,0,1
5426,0,1
7290,0,2
6307,0,1
5865,0,2
5467,0,2
4813,0,3
3766,0,2
16630,0,4
3161,0,2
3358,0,4
10740,0,4
16692,0,4
1508,0,2
11499,0,4
551,0,2
7447,0,3
2750,0,2
14132,0,3
3312,0,2
13161,0,4
19743,0,1
2128,0,1
3362,0,2
5157,0,4
7054,0,2
6670,0,4
8680,0,3
16857,0,3
489,0,1
2880,0,2
2932,0,2
11181,0,4
12942,0,4
4412,0,2
5164,0,2
6060,0,3
84,0,2
17771,0,4
881,0,3
14100,0,4
12118,0,4
7369,0,2
5962,0,2
1636,0,2
5210,0,2
12783,0,4
6047,0,2
11713,0,3
11559,0,2
15169,0,3
5937,0,1
6652,0,2
8309,0,4
3840,0,2
16479,0,4
7257,0,2
21728,0,2
765,0,4
8144,0,4
5558,0,3
1254,0,2
12240,0,4
5922,0,2
13099,0,4
1799,0,3
5325,0,1
2314,0,3
15027,0,4
18172,0,4
6235,0,2
21424,0,4
4352,0,1
20737,0,2
678,0,1
6265,0,2
4748,0,2
3115,0,2
12320,0,4
10706,0,4
569,0,4
7173,0,2
9728,0,4
1539,0,2
3491,0,2
3804,0,2
4793,0,2
833,0,2
6676,0,2
11149,0,1
12644,0,4
20163,0,4
349,0,4
1475,0,2
3397,0,3
6137,0,4
8648,0,2
3989,0,2
11959,0,4
5120,0,3
4236,0,4
1901,0,1
15030,0,4
6091,0,2
17582,0,4
4131,0,2
15,0,1
8939,0,4
10702,0,1
16363,0,2
3877,0,2
8042,0,4
5292,0,1
4158,1,0
2218,0,2
5791,0,2
12097,0,4
21754,0,4
9456,0,4
9320,0,4
6208,0,2
3480,0,2
8484,0,4
6873,0,1
2530,0,1
8114,0,4
1821,0,1
4001,0,2
10969,0,4
40,0,3
17766,0,4
11006,0,4
6279,0,2
21310,0,4
5094,1,0
1481,0,1
10797,0,4
4686,0,4
17689,0,4
2483,0,4
1134,0,2
10694,0,2
3821,0,2
20443,0,2
16178,0,2
2008,0,2
848,0,4
348,0,2
5938,0,2
4411,0,2
3023,0,2
5704,0,2
2850,0,1
4002,0,1
13148,0,4
18286,0,4
6917,0,2
7222,0,1
8434,0,4
242,0,2
2465,0,4
5532,0,3
5058,0,1
21220,0,4
4769,0,2
6012,0,2
13365,0,4
14042,0,4
14922,0,2
11832,0,4
4553,0,1
2420,0,2
5541,0,2
96,0,1
1684,0,1
17001,0,4
11756,0,4
1822,0,3
2679,0,3
11725,0,4
2137,0,2
20171,0,4
19936,0,3
6623,0,1
7924,0,3
4319,0,2
19216,0,2
2275,0,2
19431,0,4
2660,0,3
6769,0,3
10599,0,4
17101,0,4
5485,0,2
20276,0,4
12852,0,4
13284,0,2
12547,0,3
4688,0,2
1112,0,2
11554,0,4
19660,0,4
10992,0,1
19348,0,4
3984,0,3
9403,0,2
1154,0,1
15184,0,4
18525,0,4
1574,0,2
6541,0,2
8227,0,4
16897,0,3
6285,0,2
21121,0,2
271,0,1
17106,0,4
11896,0,4
6768,0,2
16831,0,2
1762,0,2
20574,0,4
21479,0,4
4227,0,1
18544,0,4
6473,0,1
7801,0,4
12669,0,4
808,0,1
8029,0,4
1098,0,1
21660,0,4
6217,0,3
12945,0,4
17541,0,4
4159,0,2
20681,0,4
7835,0,4
2404,0,3
17306,0,4
2107,0,1
11982,0,2
1500,0,2
1368,0,2
2129,0,2
902,0,2
3510,0,2
10994,0,4
12572,0,2
12090,0,2
8776,0,4
18421,0,1
6592,0,2
14429,0,4
8521,0,4
8795,0,4
11809,0,2
14478,0,3
5928,0,3
2726,0,2
19190,0,4
7979,0,3
11801,0,4
1993,0,1
10494,0,4
7818,0,2
992,0,2
5064,0,2
7952,0,2
19186,0,1
7020,0,3
16335,0,4
16628,0,4
20361,0,2
8483,0,4
9084,0,4
6172,0,1
243,0,2
1272,0,1
2391,0,1
2263,0,2
3456,0,1
5579,0,1
7474,0,3
5764,0,2
657,0,2
10533,0,4
2872,0,2
15537,0,4
15273,0,2
724,0,2
1319,0,3
10816,0,4
13443,0,3
20162,0,2
21053,0,3
5314,0,3
7980,0,2
6994,0,2
17671,0,3
19710,0,2
4588,0,2
13550,0,2
2606,0,4
5507,0,3
3009,0,2
7484,0,2
6093,0,2
2307,0,1
3717,0,2
1021,0,2
1524,0,3
1918,0,1
3705,0,2
4206,0,2
2761,0,2
1163,0,2
1030,0,1
5683,0,2
10998,0,4
19309,0,4
17448,0,4
314,0,1
1257,0,4
3525,0,3
14680,0,4
21815,0,1
5438,0,2
7452,0,1
6092,0,3
10417,0,4
4931,0,2
4138,0,4
9373,0,4
6034,0,1
662,0,1
11794,0,4
607,0,2
26,0,2
12597,0,2
10897,0,2
9716,0,4
6984,0,1
20235,0,4
374,0,2
949,0,3
16139,0,3
6233,0,2
17470,0,2
887,0,4
12685,0,4
13328,0,2
6063,0,1
1425,0,3
5565,0,2
17953,0,3
13702,0,4
13061,0,4
15074,0,4
14052,0,4
1892,0,3
4875,0,2
8880,0,4
5912,0,2
21911,0,4
1566,0,2
5354,0,2
10061,0,4
2295,0,2
20987,0,4
3171,0,1
18044,0,4
753,0,1
16535,0,2
6879,0,1
2509,0,1
1227,0,2
4693,0,2
3461,0,2
1471,0,2
10561,0,1
13668,0,4
20416,0,4
4315,0,3
5777,0,1
10385,0,2
5441,0,1
8733,0,4
5401,0,2
21666,0,4
18230,0,4
12797,0,4
19909,0,4
3650,0,3
13464,0,2
8209,0,4
2972,0,2
2752,0,1
5390,0,2
554,0,2
8235,0,2
6373,0,2
5443,0,2
3518,0,2
9289,0,1
16652,0,2
5976,0,1
12490,0,2
6624,0,1
9790,0,4
9156,0,4
14097,0,2
13032,0,2
7905,0,4
19234,0,2
3319,0,3
21859,0,3
20892,0,4
460,0,1
6607,0,2
2938,0,1
19269,0,4
2141,0,2
1285,0,2
3469,0,2
7073,0,1
16140,0,4
1188,0,2
20338,0,4
12604,0,2
11643,0,4
21709,0,4
14141,0,2
15740,0,4
16782,0,2
10664,0,4
15375,0,4
17736,0,2
10721,0,2
5519,0,2
20645,0,4
5421,0,2
1062,0,2
8690,0,4
2239,0,2
8689,0,3
6079,0,2
13001,0,3
73,0,1
6632,0,2
5949,0,3
518,0,3
13538,0,4
16453,0,4
17455,0,3
9016,0,3
5460,0,2
18376,0,4
17253,0,4
905,0,2
19275,0,4
18237,0,2
7605,0,1
2719,0,2
911,0,1
15472,0,2
16094,0,4
16836,0,4
6455,0,1
10837,0,4
380,0,2
2178,0,2
878,0,2
19312,0,4
16423,0,2
7099,0,2
4367,1,0
7490,0,2
16927,0,4
11842,0,4
11512,0,4
3323,0,2
2204,0,2
1312,0,2
7888,0,2
6106,0,1
862,0,2
21126,0,2
7714,0,2
18074,0,2
13641,0,4
18638,0,4
10084,0,2
11289,0,2
10487,0,4
16353,0,2
1580,0,2
694,0,2
14446,0,4
2703,0,2
6171,0,1
1688,0,1
14,0,4
15608,0,4
3883,0,2
19236,0,1
20207,0,4
19453,0,4
19785,0,4
18228,0,4
392,0,2
21245,0,3
9183,0,4
6329,0,2
14798,0,4
8714,0,2
3998,0,4
21283,0,2
12082,0,2
16005,0,2
9647,0,2
1283,0,2
9346,0,3
11247,0,1
21302,0,2
7510,0,3
13448,0,4
4453,0,1
15460,0,1
14466,0,3
19885,0,4
10216,0,2
17156,0,3
19640,0,4
11416,0,4
17768,0,4
15622,0,4
1303,0,1
19512,0,4
5039,0,2
14915,0,2
19520,0,4
8251,0,4
15052,0,2
16685,0,4
18633,0,4
20942,0,4
7921,0,2
4724,0,2
21813,0,2
10707,0,2
16377,0,4
5534,0,2
1323,0,4
18796,0,4
403,0,2
18150,0,2
11049,0,4
18737,0,2
16291,0,4
1750,0,2
9252,0,2
17649,0,2
21205,0,4
7292,0,2
5254,0,2
12920,0,4
13687,0,4
3465,0,1
21332,0,2
11260,0,2
4789,0,2
7661,0,2
15384,0,2
2727,0,2
16647,0,4
5095,0,2
18692,0,2
21651,0,4
19332,0,4
6102,0,2
9383,0,4
1633,0,1
2205,0,2
9164,0,4
4846,0,1
8353,0,4
2382,0,2
15526,0,4
16813,0,2
8860,0,2
15690,0,1
5035,0,2
1376,0,1
20038,0,3
21061,0,2
10439,0,3
14888,0,4
9339,0,3
16917,0,4
17404,0,2
20642,0,1
7853,0,2
11658,0,4
8175,0,4
18806,0,4
15149,0,3
21539,0,4
8231,0,4
10724,0,4
2241,0,1
6011,0,2
15003,0,4
7999,0,2
1295,0,2
18239,0,3
5774,0,2
12758,0,1
14734,0,3
13578,0,2
5934,0,1
10501,0,2
16736,0,0
19780,0,1
20196,0,0
14621,0,3
18447,0,4
14801,0,4
20101,0,4
5396,0,1
17220,0,4
7718,0,2
19475,0,2
8867,0,4
20947,0,3
12952,0,4
12070,0,3
1226,0,2
19474,1,0
2627,0,3
13444,0,2
7646,0,3
4124,0,3
2701,0,2
3298,0,2
2289,0,2
209,0,3
3972,0,1
15174,0,4
20105,0,2
20899,0,2
16920,0,3
4603,0,2
5692,0,3
11293,0,2
6429,0,3
2991,0,3
20303,0,3
13373,0,4
20887,0,4
12509,0,4
8127,0,2
19191,0,2
7736,0,2
20314,0,4
19945,0,4
5322,0,2
8115,0,4
16937,0,4
13165,0,3
20181,0,2
13348,0,2
21654,0,2
3879,0,4
13634,0,1
3326,0,1
10317,0,4
15258,0,4
5051,0,1
1978,0,2
3561,0,1
7,0,2
19800,0,3
9606,0,2
12007,0,4
3475,0,2
19406,0,2
11524,0,4
14986,0,3
10210,0,4
4731,0,2
3539,0,2
1723,0,2
15490,0,2
18808,0,1
19461,0,2
11701,0,4
4195,0,3
1274,0,2
9579,0,2
16430,0,4
11824,0,2
7368,0,3
5697,0,3
2168,0,1
4532,0,4
3597,0,1
21889,0,4
11793,0,3
5598,0,2
13965,0,2
21534,0,4
19574,0,2
7948,0,4
19730,0,4
4646,0,2
1321,0,3
4939,0,2
17991,0,2
15352,0,3
16635,0,4
9333,0,4
21403,0,2
5504,0,1
12185,0,4
11682,0,2
2517,0,1
18830,0,3
6569,1,0
8740,0,2
21185,0,2
3290,0,2
182,0,3
5494,0,2
19486,0,4
11876,0,2
16934,0,3
11240,0,4
18901,0,4
8627,0,4
8668,0,4
6138,0,3
6704,0,2
17458,0,2
2702,0,2
11007,0,2
5531,0,2
8786,0,2
8531,0,2
12397,0,4
15539,0,4
9263,0,1
17160,0,2
19022,0,4
21039,0,2
12511,0,2
418,0,2
16728,0,1
10472,0,3
16339,0,4
18719,0,5
9285,0,4
7941,0,2
13235,0,4
6436,0,2
1728,0,2
21181,0,4
1179,0,2
8027,0,4
14230,0,4
12376,0,2
733,0,1
937,0,2
8167,0,4
8411,0,4
17746,0,1
15465,0,4
19598,0,3
14285,0,2
18676,0,2
14781,0,4
14912,0,2
18358,0,4
11137,0,4
12715,0,2
2574,0,1
18109,0,4
21788,0,4
9103,0,4
5088,0,1
10007,0,4
8672,0,4
15998,0,4
8741,0,1
15281,0,4
12848,0,4
7737,0,2
1745,0,2
18596,0,2
21696,0,2
15914,0,4
908,0,3
20287,0,4
5456,0,1
15845,0,4
16650,0,4
15907,0,4
11040,0,2
2424,0,1
8837,0,2
16609,0,2
13244,0,4
5561,0,2
11826,0,2
11994,0,3
9217,0,2
10004,0,2
18159,0,1
18189,0,4
8092,0,2
4194,0,2
18910,0,3
9561,0,2
17282,0,4
21592,0,5
2999,0,2
15422,0,2
16565,0,4
19346,0,4
11445,0,3
15887,0,2
20821,0,2
9861,0,2
16351,0,4
15679,0,2
5437,0,2
19547,0,3
8980,0,4
18521,0,2
19894,0,2
739,0,1
20073,0,1
10728,0,2
9726,0,2
3086,0,2
6838,0,2
18101,0,4
21255,0,2
6250,0,2
10065,0,4
9365,0,4
17521,0,2
18559,0,2
11635,0,2
13325,0,1
5073,0,4
14355,0,4
8618,0,2
8528,0,2
9350,0,2
2809,0,3
15703,0,2
13078,0,4
12972,0,3
17365,0,3
12133,0,4
4631,0,2
15377,0,4
17895,0,3
12029,0,2
2987,0,2
19298,0,4
14451,0,2
12524,0,4
19854,0,4
14770,0,2
15719,0,2
251,0,2
20358,0,3
2798,0,1
5049,0,1
17167,0,2
17219,0,3
19597,0,4
15038,0,4
6774,0,1
21054,0,2
3946,0,3
4190,0,1
17408,0,2
15451,0,4
2484,0,1
19794,0,2
16398,0,4
13055,0,4
8847,0,2
9012,0,3
4737,0,3
16147,0,2
1997,0,3
18723,0,2
20012,0,2
169,0,3
21471,0,2
7743,0,4
14407,0,4
11835,0,4
11683,0,4
17386,0,3
21658,0,2
6784,0,3
16780,0,3
11673,0,4
15717,0,2
7663,0,4
15791,0,2
2419,0,1
15563,0,4
17441,0,4
19202,0,4
18386,0,3
7403,0,1
5131,0,2
15297,0,2
21013,0,2
17037,0,1
13421,0,2
10902,0,4
20302,0,2
19968,0,4
625,0,2
16131,0,2
15404,0,2
7545,0,1
17128,0,4
17398,0,1
1309,0,4
6644,0,2
17677,0,4
11005,0,2
10285,0,4
21159,0,4
19498,0,2
5144,0,2
9074,0,3
12295,0,4
18934,0,4
2651,0,2
7918,0,4
9856,0,4
13096,0,3
20283,0,4
19973,0,2
2560,0,2
9852,0,4
15743,0,3
5111,0,5
9531,0,2
12140,0,2
2244,0,5
538,0,3
7636,0,2
6752,0,2
18972,0,2
21557,0,2
4947,0,2
1167,0,1
7973,0,4
7797,0,3
8951,0,2
14920,0,4
19942,0,2
16148,0,2
8260,0,4
11509,0,2
2652,0,3
16987,0,2
18279,0,1
20950,0,4
21706,0,2
2902,0,2
12474,0,4
10735,0,1
8846,0,4
19684,0,4
1357,0,2
17401,0,2
6839,0,1
1208,0,2
19366,0,2
9290,0,4
14673,0,2
19534,0,2
16579,0,3
14461,0,4
11620,0,4
16473,0,4
17433,0,4
6813,0,2
12150,0,4
7260,0,2
18734,0,2
9927,0,4
8870,0,4
1063,0,2
12173,0,4
7058,0,1
6938,0,3
16051,0,4
16515,0,2
12904,0,2
8006,0,4
6234,0,1
539,0,1
8008,0,4
15494,0,2
7169,0,2
7192,0,3
14318,0,1
10876,0,2
16000,0,4
347,0,2
1251,0,3
12073,0,4
10913,0,4
9011,0,2
13858,0,2
14615,0,2
14249,0,4
2049,0,2
2015,0,2
19237,0,4
166,0,2
18162,0,4
5846,0,1
15852,0,2
1883,0,1
17513,0,2
12960,0,1
18986,0,4
10742,0,1
15225,0,4
1525,0,2
20042,0,4
9413,0,2
3715,0,2
4068,0,2
10467,0,4
14207,0,2
16263,0,4
11294,0,2
16313,0,2
6297,0,2
19078,0,1
12502,0,4
7723,0,4
18867,0,2
5718,0,2
185,0,1
5595,0,1
12628,0,2
20456,0,4
19487,0,3
13327,0,2
19233,0,2
16981,0,2
11156,0,4
19077,0,2
16478,0,4
20496,0,4
7470,0,2
12413,0,4
19594,0,3
11414,0,4
2149,0,1
15929,0,3
19160,0,4
10973,0,2
19282,0,2
21297,0,3
514,0,1
6394,0,1
19391,0,4
19199,0,2
1067,0,3
1284,0,3
19079,0,4
21454,0,4
8908,0,2
10663,0,2
12842,0,2
21075,0,4
13057,0,2
19299,0,2
12951,0,4
18105,0,2
16905,0,2
2449,0,2
11874,0,2
11121,0,3
19054,0,2
18558,0,4
3136,0,2
21840,0,4
14547,0,2
18140,0,4
15233,0,2
19829,0,4
16653,0,2
12593,0,2
17601,0,4
13656,0,2
19062,0,2
5017,0,2
13848,0,4
19066,0,4
9005,0,3
14507,0,1
16083,0,4
173,0,1
18449,0,4
5833,0,2
13876,0,4
10623,0,2
12248,0,2
21793,0,2
7771,0,3
18856,0,4
11589,0,2
21624,0,3
21854,0,1
19623,0,2
8800,0,3
8125,0,4
21102,0,1
9044,0,4
12188,0,2
8562,0,4
5902,0,2
14016,0,2
8280,0,4
9110,0,4
9774,0,4
21290,0,4
7293,0,3
16727,0,4
223,0,2
16983,0,3
16191,0,4
15210,0,2
8056,0,2
16112,0,4
19429,0,4
21621,0,2
3447,0,2
1247,0,2
14630,0,4
2539,0,2
21762,0,4
18748,0,4
21158,0,4
13957,0,2
5933,0,2
8681,0,3
10371,0,2
8037,0,4
19029,0,2
16603,0,3
21807,0,2
20754,0,4
20193,0,3
775,0,2
15482,0,4
17439,0,3
9083,0,4
21455,0,4
11105,0,4
15255,0,4
17396,0,3
21317,0,2
17195,0,2
16792,0,4
8583,0,1
16879,0,4
21139,0,2
10723,0,4
12263,0,3
9556,0,3
14839,0,4
8523,0,2
9473,0,4
15413,0,4
12899,0,1
20312,0,4
14828,0,4
16133,0,3
5970,0,1
17177,0,4
7840,0,4
18359,0,4
17382,0,2
18615,0,4
10249,0,4
6306,0,1
8587,0,2
11395,0,4
11873,0,4
10938,0,1
8491,0,3
30,0,2
16963,0,2
9756,0,2
10752,0,4
18666,0,4
9237,0,4
6672,0,2
9804,0,1
20290,0,3
301,0,2
13494,0,2
11360,0,3
10692,0,1
12963,0,4
13361,0,4
18789,0,2
7885,0,4
15277,0,4
15786,0,3
3139,0,1
5134,0,2
18654,0,4
12721,0,4
16032,0,4
8058,0,4
9944,0,3
13511,0,4
13040,0,2
15986,0,4
12364,0,1
8555,0,2
20589,0,2
20735,0,2
17344,0,4
14708,0,4
7731,0,4
8613,0,4
19825,0,2
20371,0,2
20559,0,2
21879,0,2
12823,0,2
12313,0,2
767,0,1
1598,0,3
4323,0,1
115,0,1
6654,0,1
4747,0,1
12820,0,4
13998,0,4
13617,0,2
17648,0,3
3070,0,3
3253,0,2
14278,0,2
12728,0,2
10978,0,1
8157,0,2
20807,0,2
9441,0,3
8454,0,2
10792,0,2
16413,0,2
11243,0,4
18887,0,4
5003,0,1
10018,0,2
8130,0,2
13543,0,3
1726,0,2
10574,0,2
15670,0,2
10409,0,4
19142,0,2
10906,0,2
14500,0,4
18375,0,4
20745,0,4
3292,0,3
10791,0,4
16323,0,3
18832,0,4
10685,0,1
10989,0,4
11645,0,1
11216,0,4
17764,0,4
10755,0,2
15151,0,1
10544,0,4
21113,0,3
9408,0,3
6129,0,1
13177,0,4
734,0,2
20944,0,4
12212,0,4
730,0,2
7836,0,4
17225,0,2
12289,0,2
13280,0,4
7760,0,4
19063,0,1
20852,0,2
19430,0,4
14264,0,2
13686,0,4
13011,0,2
18360,0,2
9719,0,2
19235,0,4
21544,0,4
7518,0,1
18245,0,1
19635,0,4
8480,0,4
19861,0,4
18322,0,3
12800,0,2
6898,0,1
8407,0,4
14709,0,4
4815,0,2
9654,0,2
15729,0,4
18999,0,4
3548,0,2
14788,0,4
10776,0,2
16919,0,4
6220,0,1
16231,0,2
1531,0,1
18119,0,4
19376,0,3
12470,0,2
11090,0,4
13683,0,4
11875,0,2
21342,0,4
9737,0,3
12051,0,3
21615,0,2
17495,0,4
15800,0,2
13769,0,2
20912,0,4
16883,0,2
12625,0,2
20253,0,4
12901,0,4
6253,0,2
10874,0,4
21212,0,2
7041,0,3
21411,0,4
21277,0,2
9894,0,2
20934,0,3
14606,0,2
20734,0,1
19758,0,4
17611,0,4
19119,0,2
9590,0,2
21128,0,4
11340,0,2
14859,0,4
13678,0,4
17133,0,4
17523,0,4
16190,0,3
20962,0,2
17891,0,4
10622,0,4
1593,0,1
16830,0,2
16220,0,4
10443,0,4
12792,0,2
7960,0,4
3652,0,1
21631,0,2
19553,0,4
1618,0,1
12622,0,4
17426,0,4
13339,0,4
14963,0,3
7969,0,1
11980,0,3
16477,0,4
19476,0,2
21649,0,4
17566,0,4
8062,0,2
13760,0,1
21264,0,2
9838,0,3
2012,0,2
9196,0,3
21698,0,2
1394,0,1
17238,0,4
21170,0,4
6247,0,2
14189,0,4
19803,0,4
9349,0,2
13786,0,2
8109,0,2
18194,0,1
17084,0,3
7767,0,5
9352,0,3
8043,0,4
12551,0,2
15260,0,2
18982,0,2
4482,0,2
16811,0,2
17651,0,1
10045,0,2
7698,0,4
7890,0,3
13372,0,2
11110,0,3
12997,0,4
1307,0,2
13738,0,2
7742,0,4
6662,0,3
8103,0,3
11177,0,4
12247,0,4
15188,0,4
9393,0,2
15841,0,3
20046,0,4
8941,0,4
14663,0,4
17979,0,2
10144,0,2
13820,0,2
5098,0,2
9660,0,2
9418,0,4
17091,0,2
17716,0,2
12300,0,4
13891,0,4
9406,0,3
18000,0,1
17514,0,4
18068,0,2
11644,0,4
8301,0,2
13341,0,2
20703,0,4
14578,0,4
9475,0,4
9447,0,3
13944,0,4
12353,0,4
13029,0,4
13027,0,2
18895,0,4
13355,0,2
18400,0,4
15685,0,2
13900,0,4
13220,0,3
13873,0,2
16186,0,2
13397,0,2
12208,0,2
8198,0,4
16135,0,4
16138,0,4
10423,0,4
8263,0,2
21019,0,4
18017,0,2
11557,0,4
11039,0,2
8490,0,4
7685,0,2
7640,0,3
19010,0,4
20557,0,4
9803,0,2
20619,0,2
9766,0,4
20102,0,2
14670,0,4
17834,0,4
4556,0,5
9468,0,4
8927,0,4
7823,0,4
14443,0,3
16636,0,2
14431,0,3
20886,0,2
18793,0,3
3910,0,2
11593,0,2
8558,0,2
13692,0,2
7699,0,4
16202,0,2
20819,0,3
14001,0,4
8185,0,3
21764,0,4
8012,0,4
12542,0,3
10925,0,2
16858,0,2
15834,0,1
14305,0,3
21862,0,3
8141,0,4
14488,0,3
16312,0,2
8448,0,4
21362,0,2
10132,0,3
18271,0,2
14759,0,3
19033,0,4
21174,0,4
19519,0,4
9514,0,3
14902,0,4
18773,0,4
8731,0,4
14820,0,2
19358,0,1
20134,0,4
21303,0,1
20383,0,4
21077,0,4
15737,0,2
16810,0,4
15438,0,4
10648,0,2
14745,0,2
18881,0,2
2007,0,3
19682,0,4
18388,0,4
17889,0,2
21461,0,4
9218,0,2
18754,0,3
11633,0,2
15337,0,4
12839,0,2
20434,0,2
9708,0,3
14025,0,2
21517,0,4
11369,0,4
19944,0,4
10294,0,2
9562,0,3
5916,0,1
20534,0,2
19616,0,4
17278,0,2
18889,0,2
17735,0,4
16039,0,2
10686,0,4
13323,0,2
19820,0,2
13012,0,3
21801,0,3
1556,0,2
8854,0,4
10325,0,2
20710,0,2
20100,0,5
10345,0,2
3508,0,2
2369,0,1
4680,0,3
5730,0,3
12382,0,2
13013,0,3
8817,0,2
10824,0,4
19009,0,4
11758,0,4
13822,0,1
4216,0,1
18529,0,4
12536,0,4
9845,0,3
20306,0,4
13651,0,3
9550,0,2
13667,0,4
12403,0,2
9396,0,4
8721,0,4
17445,0,2
8574,0,2
